,,,,,,,,,,,,,,,NSE,NSE,,,
Jindal Steel & Power Ltd.,-161.5,8671.9,,42985.5,34592.2,31719.8,5428.8,101.3,10484.6,,56694.5,28038.3,47705.2,4888,199.8,274.8,45929.3,0.3753753754,
Hindalco Industries Ltd.,4886.7,6926.3,,102920.6,66099.5,7923.5,5626.8,-5082.5,6891.6,,115336.1,55796,14172.5,3814.1,90.1,191.7,44016.1,1.12763596,
Bharat Petroleum Corpn. Ltd.,5998.2,18848.7,,332918.2,245412.1,4101.1,2800,13500.4,19360.9,,328360.8,220894.4,7304.7,11732.9,323.75,580.15,43955.5,0.791969112,
Indian Overseas Bank,42424.5,1110.5,2010.4,192286.1,47702.6,,2475.8,-10026.8,1265.9,2010.4,188547,57404.6,,1802.5,42,70.15,41613.2,0.6702380952,
Reliance Communications Ltd.,-36360,17410,,43990,38060,29000,,490,30760,,51840,34130,64710,,139.6,135.05,41400,-0.03259312321,
I T C Ltd.,2248.9,6985.1,,96046.9,48234,17.7,26796.6,-1034.4,7955.6,,120486.6,51894.4,0,29890.6,341.7,356.05,35094.5,0.04199590284,
Tata Motors Ltd.,-4372.8,16067.4,,112520.9,129056.2,3269.1,2894.4,-7957.5,18176.2,,89325.2,117854.8,26323.9,625,287.42,442.01,30552,0.5378540116,
Tata Consultancy Services Ltd.,-2892.3,6881.7,,173851.3,46360.9,0,29003.7,215.6,8028.6,,206593.9,57657,800.2,30293.1,1815.5,2580.05,28456.8,0.4211236574,
Cairn India Ltd.,312.7,0.4,,4707,942,,35.4,-825.1,10031.9,,17232.9,9620.8,,13362.7,295.15,315.25,28344.1,0.06810096561,
Reliance Infrastructure Ltd.,3035.1,2677.7,,106440.7,144833.7,6401.1,1300,-5587.5,3920.5,,87947.5,112760.1,8981.6,400,341.5,741.4,27804,1.171010249,
Syndicate Bank,19186.2,660.4,2035.5,149447.1,42127,7718.2,3695.2,26999.8,1006.6,2018.8,194785.8,56040,8176.1,3611,87.9,143.65,27011.2,0.6342434585,
Coal India Ltd.,-1704.8,64.2,,158915.3,83400.9,,4500,4779.6,49.6,,189199.8,80515.9,,4600,281.55,367.7,26834.7,0.3059847274,
D L F Ltd.,2234.8,1368.9,,144058.5,49639.5,22620.3,4450,-404.8,1390.2,,178057.4,60627.4,25037.9,1570,149.8,198.25,26578.4,0.3234312417,
Wipro Ltd.,9343,7461,,192529,59347,30410,14300,15405,7013,,213214,66910,39870,17036,438,544.4,26269,0.2429223744,
Hindustan Zinc Ltd.,-2481.8,6106.7,,68051.6,9905.9,,14089.5,2611.3,6470.4,,91114,10849.4,,15429.8,101.65,161.2,24836.5,0.5858337432,
Shriram Transport Finance Co. Ltd.,21760.9,134.6,161.2,84901.2,47776.6,32643.8,6864.5,6424.7,183.3,173.1,83859.2,40926.7,35427.6,7227.3,632.4,900.05,24647.1,0.423228969,
Indiabulls Housing Finance Ltd.,-1030.6,10.6,,1515.2,299.7,9646.4,1026.4,65654.9,92.1,,56849.6,6411.8,48167.7,3619.5,209.8,410.1,23743.3,0.9547187798,
H C L Technologies Ltd.,-197.8,3530.7,,42974.7,22668.8,81.8,4816.8,309,4419.1,,71792.7,37353.9,23.1,9245.5,468.77,777.55,22415.2,0.658702562,
Indusind Bank Ltd.,15150.2,749.6,,70918.9,16720.3,22570.7,4033.8,13091.1,734.3,,83125.2,19257.3,30359.4,5225.9,387.45,559.5,21443.5,0.4440572977,
Dr. Reddy'S Laboratories Ltd.,777,2603,,42071,17221,0,3444,-783,2690,,55801,15608,42,4140,2281.2,2808.7,20331,0.2312379449,
Yes Bank Ltd.,895.6,408.2,,75573.2,54300.6,24294.5,5036.3,4802.2,517.1,,87195.5,51454.2,30832.5,6677.6,324,541.1,19258.5,0.6700617284,
Allahabad Bank,29978.3,692.6,2108.6,153086.3,36828.8,119.3,3141.3,,688.3,2042.8,143112.6,41568.9,,4004,71.45,121.45,18739,0.699790063,
Hero Motocorp Ltd.,-55.9,10973.4,,11003.3,25699.3,,5697.6,1012.2,11417.5,,15606.8,21403.8,,5026.1,1819.4,2597.15,18576.9,0.427476091,
N H P C Ltd.,6538.9,9669.8,,111902,37836.7,1800,6941.9,-3879.6,10251.8,,108314.1,34419.2,0,5874.1,16.6,22.85,17632.1,0.3765060241,
Cipla Ltd.,-289.2,2610.8,,36793.5,9229.7,349.5,2775,500.1,2677.8,,42693.4,10661.4,9986.9,3860,400.3,456.5,17079.1,0.140394704,
Ultratech Cement Ltd.,447.9,8866.9,,30010.2,33739.9,1521.5,9489.7,-469.2,9339.2,,35174.3,37903.9,5594.5,10056.5,1836.65,2420.85,15896.2,0.3180791114,
Maruti Suzuki India Ltd.,806,11384,,55764,47405,1446,4138,-511,18612,,55239,54239,1319,7228,1326.3,2524.05,15533,0.9030762271,
Tata Chemicals Ltd.,930.9,2246.8,,37187.9,19845,89.3,2095.2,1969.8,2142.9,,45849.6,15354.9,1880.4,1570,258.3,347.2,15521.7,0.3441734417,
Hindustan Unilever Ltd.,6947.9,2182.5,,52003.6,54994.2,,7845.2,-5965.3,2352.2,,55992.6,62600.9,,11675.9,612.55,686.6,15478.4,0.1208880908,
Mahindra & Mahindra Ltd.,6252.7,5761.4,,60584.9,58312.8,1.7,7034.7,278.5,7108.1,,70194.5,67857.6,0,9332.1,911.4,1201.65,15442.8,0.3184660961,
N M D C Ltd.,19449.1,1301.7,34.6,221607.4,9703.8,,34869.4,12079.8,1385.2,34.6,235459.9,12935,,30875.2,97.9,170.05,15416.2,0.7369765066,
Adani Enterprises Ltd.,10.1,299,,30103.9,24374.7,3754.2,,1224.7,575.5,,64289.4,45869,5250,1016.4,175,433.8,14564.3,1.478857143,
J S W Steel Ltd.,1787.9,17081.7,,97831.6,127933.3,1628.9,4023.9,-4025.9,19738.9,,85814.8,129354.1,2666.1,5014,565.9,1180.35,14142.4,1.085792543,
Bosch Ltd.,2157,2547,16,31607,15272,181,4709,-1085,3642,16,37773,13736,37,4163,9004.15,13405.3,13912,0.4887912796,
Oracle Financial Services Software Ltd.,567.6,401.2,,51574.2,7531,,4717,-640.1,586.1,,64666.1,8996.9,,5077.6,2958.7,3314.6,13780.4,0.1202893163,
Bajaj Auto Ltd.,9468.8,1456.2,,39857.2,26916.4,,10033.9,-6224.7,1639.7,,33898.6,26306.6,,11560,1934.75,2075.9,13510.5,0.07295516217,
Oil India Ltd.,-8345.6,5142,0,132928.6,23085.8,0,17272.6,11757.5,5671.4,,146048.5,17096,10218.6,15519.9,517.2,565,13143.9,0.09242072699,
Tata Power Co. Ltd.,-1739.9,5703.5,,49071.6,24583.3,102.7,3705.1,-2598.5,5839,,55575.6,25726.4,344.2,3374.3,84.97,97.75,11969.2,0.1504060257,
Kotak Mahindra Bank Ltd.,1635.7,1167.6,,43928.5,24970.5,19903.7,4931.5,10546.1,1325.3,,56873.3,27002.8,25668.4,6328.9,326.18,476.85,10489.5,0.4619228647,
Ashok Leyland Ltd.,-1513.3,3526.7,129.8,38997.1,36182.2,1017.5,,-190.4,3819.4,150.4,36903,33716.2,7669.9,,13.55,34.15,9671.2,1.520295203,
Ambuja Cements Ltd.,6104.6,4453.2,1.9,35178.6,15881.9,,4820,9603.9,8168.8,2.7,37450.8,15871.4,,7020,167.5,206.4,9154.9,0.232238806,
J S W Energy Ltd.,-2197.3,3772.2,,21597.3,26778.4,0,589.8,-493,4249.4,,21454.8,23838.6,1200,2488.6,41.7,75.3,8441.2,0.8057553957,
L I C Housing Finance Ltd.,-1014,74.2,,8532.7,17802.4,30074.9,3677.1,-1461.7,75.3,,11634.1,24523.3,41279.9,3784.3,165.7,289.7,8215.7,0.7483403742,
Aditya Birla Nuvo Ltd.,3477,2030.6,,39633.4,16249.6,23222.2,1229.8,-3136.3,2191.8,,44494.1,20274.8,19888.9,1163.8,1165.25,1476.3,6241.3,0.2669384252,
M R F Ltd.,50.8,3011.1,,31668.3,22252.8,4180.9,2355,2261.5,3729.3,,36903.4,24465.9,4203,3890,13217.45,23337.2,6097.7,0.7656355802,
Lupin Ltd.,-176.3,1097.7,,29152.3,8799.4,8577.3,2018.6,12.8,1221.5,,36414.2,9863.6,5260.9,4181.6,871.15,1181.75,6076.7,0.3565402055,
Godrej Industries Ltd.,159.3,271.9,,5571,7675.5,174.9,176,-256.4,231.2,,7484.9,4619,552.6,23.1,262.44,335.23,5842.1,0.2773586344,
United Breweries Ltd.,591.8,1486.6,,13485.6,8276.9,5502,606.2,-642.1,1702.4,,15829.8,7705,5176.9,874.2,690.2,705.1,5795.3,0.02158794552,
Petronet L N G Ltd.,8264.2,1841.9,191.2,30504,18235.2,998.1,4800,2846.2,1866,59,40836.1,29780.3,0,5430,115.75,182.65,5761.9,0.5779697624,
Sun T V Network Ltd.,-408,4430,,8493,1776.8,,3388.8,140.9,4131.8,,10516.1,1774.9,,3359.3,404.85,424.75,5578.4,0.04915400766,
Century Textiles & Inds. Ltd.,78.5,2600.7,,15156.7,7977.8,7921.8,115,45.9,3603.7,,17101.4,8978.3,8530.2,0,218.45,603.45,5073.9,1.762417029,
Steel Authority Of India Ltd.,-3317.2,15636.4,,271934.9,127394.9,1187.1,15010.3,-531.2,13994,,268173,131514.8,7311.6,10579.6,41.7,87.85,5020,1.106714628,
Unitech Ltd.,-1105.1,56.9,,127478.7,89319.9,3731.7,1350.5,-39.4,37.3,,148003.2,102788.7,3073.9,980.3,16.45,25.45,4999.3,0.547112462,
Aurobindo Pharma Ltd.,-1082,1363.5,,28585.1,6382.7,12759.6,48.7,1005.6,1624.6,,35251.2,9622.8,13486.4,1265,84.65,356.1,4906.1,3.206733609,
Dish T V India Ltd.,633.5,5180,,4369.7,8055.5,920.9,,-504.6,6275.5,,4160.6,9972.7,425.8,,50.15,58.65,4792.2,0.1694915254,
S K S Microfinance Ltd.,629.9,100.2,,7107.2,1523.7,1309.1,0,2061.9,64.4,,9088.1,1833.3,5705.2,,108.55,283.05,4699.8,1.607554123,
Amtek Auto Ltd.,-5238.9,2118.5,,14821.3,8877.8,7650,1182.8,3277.9,2837.4,,19772.6,2287.9,6960.5,657.7,63.35,258.6,4647.2,3.082083662,
Exide Industries Ltd.,429.3,1006.8,,14303,7867.1,,1733.7,171.2,1134.8,,17565.7,8300.5,,2109.3,123.1,164.45,4597.8,0.3359057677,
A C C Ltd.,5447.5,4753,,30066.9,25949.3,,2954.3,2047.3,5588.8,,23059.2,24793.6,,4391.6,1173.55,1395.9,4574.3,0.1894678539,
Tech Mahindra Ltd.,-571,1505,,16854,15191,5266,1700,1356,1570,,19747,13764,5195,2030,311.57,537.65,4222,0.7256154315,
Arvind Ltd.,34.9,1305.1,,13468.9,6761.2,8574.5,0,1139.9,1504.9,,16844,7528.9,9639.9,,78.8,230.65,4072.7,1.927030457,
Tata Global Beverages Ltd.,101,120.4,,6035.3,3239.7,418.2,761.4,25.5,163.9,,8395.1,3381,1835.7,770,159.7,153.5,3884,-0.03882279274,
India Cements Ltd.,-302.1,2512.9,19.1,7432.4,10246.8,7720.5,377.7,16.5,2818.4,32.4,9713.6,12210.2,8062.6,836.4,51.8,103.35,3650.8,0.9951737452,
Bharti Airtel Ltd.,2268,59160,,46895,125977,43697,14507,-269,68267,,48219,158829,8400,13669,344.5,372.9,3141,0.0824383164,
Britannia Industries Ltd.,13.1,473.2,,4767.1,4680.2,,637.1,277.2,570.8,,4809.4,4765.2,2501.7,928.5,699.1,1148.4,3057.1,0.6426834502,
Tata Communications Ltd.,-3793,7070.8,,12005.2,21324.5,1258.3,2032.9,2744.6,7624,,15392.6,21678.9,91.4,2065.8,147.55,371.4,2985.4,1.517112843,
Divi'S Laboratories Ltd.,-14,620.3,,12144.7,2955.7,502,1327.5,-24.2,769,,14068.2,2872,305.1,1530,468.35,737.98,2792,0.5757019323,
S R F Ltd.,653.1,1578.2,,10287.9,5424.6,2944.5,1640,-525.8,1791.5,,11189.2,5072.7,2423,706.3,133.55,589.95,2768.4,3.417446649,
Jain Irrigation Systems Ltd.,-1004.5,1018.3,,34222.2,13481.5,11247.8,552.3,-1123.2,1206.6,,32860.4,13280.6,14211.9,127.7,50.35,102.4,2703.9,1.033763654,
Engineers India Ltd.,-585.8,194.5,,26005.7,13466.4,,3202.6,22.7,108.7,,27094.4,11120,,2844.6,137.1,279.8,2577.3,1.040846098,
Amara Raja Batteries Ltd.,1825.3,464.7,,8249,1998.5,56,1030.2,1799.9,586.2,,10925.2,3161,98.6,1378,239.85,488.55,2515.7,1.036898061,
Adani Ports & Special Economic Zone Ltd.,1488.5,2735,,13585.8,10946.9,8048.9,2543.3,3408.7,3423.8,,32115,23172.9,1450.9,3773.6,125.25,260.55,2439.1,1.080239521,
U P L Ltd.,-554.1,1424.9,,21668.5,7904.6,2588.6,619.9,903.8,1567.8,,27625.1,11607.1,2447,793,127.35,328.85,2395.5,1.582253632,
South Indian Bank Ltd.,1744.1,312,409.1,30838.1,9123,,1972.6,16953.6,398.9,335.9,48333.7,9805.9,,1829.5,22.5,30.15,2194.9,0.34,
Asian Paints Ltd.,-82.6,936.6,,20259,14168.7,0,4027.6,506,1211,,24056.5,16448.1,,4060.3,507.6,628.65,2173.2,0.2384751773,
Indiabulls Real Estate Ltd.,-46,32,,1192.6,242,,66.4,-132.9,33.3,,2691,427.5,,696.6,63.55,78.65,2063.3,0.2376081825,
Indraprastha Gas Ltd.,714.5,1432.1,,2389.9,4051.2,,1221,631,1866.6,,3050.2,4937.7,,1517,262,372.75,2019.9,0.4227099237,
Siemens Ltd.,-1902,2010,,78013,49346,,2958,-3780,2502,,69993,41874,,1051,511.85,876.7,1925,0.7128064863,
Havells India Ltd.,865.3,446.6,,9579.3,7253.4,278.1,748.5,1103,578.8,,10536.3,6589.8,0,918.7,121.69,239.59,1853.8,0.968855288,
Mindtree Ltd.,127,695,,5568,2478,532,672,623,624,,7105,2271,136,887,479.82,1049.95,1691,1.188216414,
Motherson Sumi Systems Ltd.,-159,1172,,10316,6086,3463,1196,453,1400,,11663,6356,2547,1858,91.36,243.3,1611,1.663091068,
Mcleod Russel India Ltd.,-6.3,294,,2843.4,1350.2,1040.1,515,4.9,322.1,,3564.7,1326.3,1427.6,496.5,286.5,281.25,1425.1,-0.01832460733,
Titan Company Ltd.,-1385.1,449,,40368.2,29381.1,,2389,1796.4,544.9,,49912.4,35485.8,0,2853.5,263.4,341.05,1267.4,0.2947987851,
Crompton Greaves Ltd.,1702.1,884.1,,26152.5,16686.4,2,1928.8,-323.1,700.8,,28000.1,19629.2,129.3,1435.8,84.2,194.45,1265.1,1.309382423,
Power Grid Corpn. Of India Ltd.,-13431.8,25815.3,17.9,75418.3,102396.2,16500,8911,-6749.1,33629.8,,77348.6,135361.2,20000,10715,101.1,133.1,1216.4,0.3165182987,
Bata India Ltd.,68.7,411,,5497.5,2782.5,,966.8,101.5,513.7,,7009.7,3506,,908.4,481.45,623.55,1211.2,0.2951500675,
Apollo Hospitals Enterprise Ltd.,455.2,911.3,,7528.2,2759,1057.2,,686.5,1085.2,,9045,3042.3,26.3,,938.15,1013.2,1056.5,0.07999786814,
Page Industries Ltd.,5.4,106.2,,2234.4,1107.8,422.3,403,14.3,113.5,,3019,1302.5,588.7,509.7,4375.1,8035.2,967.6,0.836575164,
Hexaware Technologies Ltd.,-283.4,189,,5736,2737.5,,494,-2262.8,269.5,,3892.4,2309.7,,554,116.35,142.15,893.1,0.2217447357,
Apollo Tyres Ltd.,-287,1856.9,,16661.3,10941.3,5312.5,515.2,435.9,2189.9,,16347.2,8792.2,2244.2,1060.1,67.3,174.8,778.6,1.597325409,
Glenmark Pharmaceuticals Ltd.,164.6,211.1,,6013.1,4000.6,2220.9,554,1260,250.4,,9397.7,6820.5,3088.5,657,576.6,659.3,690.3,0.1434269858,
G A I L (India) Ltd.,-12000.2,7893.7,,64288.5,59838.5,,14284.7,14266.1,9831.9,,93428.7,72979.7,,15374.4,301.2,435.95,654.3,0.447377158,
Zee Entertainment Enterprises Ltd.,-769,215,,17798,3412,,2386,1642,288,,20392,3898,,3044,247.1,290.7,643,0.1764467827,
Bharat Forge Ltd.,938.8,2149.3,,18033.1,9074.2,170.4,1812,261.8,2239.3,,15263.9,6673.5,62.7,0,203.8,723.75,628.1,2.551275761,
Pidilite Industries Ltd.,-104.8,479.3,,10007.5,4912.6,4.6,1051.5,-98.6,532.4,,9825.6,5196.7,0,1558.8,268.3,372.3,562.9,0.387625792,
Ajanta Pharma Ltd.,2.7,306.8,,2972.2,1225.5,40,159.5,113.1,327,,3145.7,1493.5,165.6,328.1,250.47,645.58,416.3,1.577474348,
C E S C Ltd.,210,2894.8,7.2,22101,34610.2,4327.6,1390,-884.5,3062.1,7.2,27365,44376.2,4921.9,1550,321.1,645.65,416.1,1.010744316,
Jubilant Foodworks Ltd.,19.5,375.7,,370.5,1436.9,130.7,396.6,196.1,546.7,,690.1,1796.8,119.9,472.8,1125.7,1258.1,395.2,0.1176157058,
Kaveri Seed Co. Ltd.,50.7,100.1,,3477.6,3162,190,29.5,37.5,106,,5764.6,5031.1,,35.8,297.73,727.9,353.4,1.444832566,
Grasim Industries Ltd.,-36.3,1442,,11754.8,5078.5,564.7,3566.1,52.5,1592.1,,13385.6,7747.3,973.4,2650.1,2646.8,3214.75,-42,0.21457987,
Just Dial Ltd.,39.5,90.2,0.6,247.6,1390.9,,206,-0.1,144,0,298.5,1752.3,,278.9,697.8,1672.6,-54,1.39696188,
Biocon Ltd.,-1470,942,,8430,3789,59,559,1138,968,,9798,4272,282,760,315.15,470.1,-331,0.491670633,
Bharat Electronics Ltd.,-10442.7,925,,127414,86322.1,,2980,768.2,981.7,,125379.3,74071,,2650,367.77,587.42,-342.8,0.5972482802,
Dewan Housing Finance Corpn. Ltd.,-1781.9,47.2,,10518.4,1388.1,44.4,861.5,-1890.8,84.6,,8660.9,2157.4,1214.2,1551.8,64.63,177.47,-573.2,1.745938419,
Dabur India Ltd.,688.8,387.3,,10887.1,6407.9,2721.3,1144.5,316.7,484.5,,10339.7,7087.7,1907.4,1505.9,161.4,207.25,-823.1,0.2840768278,
Federal Bank Ltd.,-2157.5,566.6,,45216.8,13031.4,,3059,1874.4,787,,46890.2,14409.4,,5148.1,34.96,59.98,-860.4,0.7156750572,
Ceat Ltd.,-160.3,705,,12537.4,10235.9,1568.5,38.5,390.4,781.6,,12784.3,11458.7,1051.8,317.8,127.45,522.1,-982.4,3.096508435,
Karnataka Bank Ltd.,-1204.9,219.1,0,23368.5,8119.3,1.1,425.2,882.3,240.3,314.1,24480.5,9436.2,4.9,1161,81,127.45,-998.1,0.5734567901,
Eicher Motors Ltd.,-6.5,116.3,,999,1680.1,136.7,178.4,5.2,151.1,,938,2969.6,200.1,292.9,3489.25,8498.95,-1033.2,1.435752669,
Strides Shasun Ltd.,50.4,372.8,,5315,2807.1,4042.3,192.5,-521.6,361,,3656.1,2053.3,2935.8,206.5,589.65,661.9,-1064.6,0.1225303146,
Colgate-Palmolive (India) Ltd.,-54.5,393.1,,6219.8,5869.1,,1371.8,1400.5,437,,6998.3,7176.5,,1766.2,687.95,783.1,-1152.5,0.1383094702,
Castrol India Ltd.,-693.4,251.1,,10824.1,4991.9,,2554.4,347.6,266.4,,11317.2,5630.2,,2277.8,315,336.05,-1196.4,0.06682539683,
Voltas Ltd.,-1765.6,285.7,,29153.6,19833,1777.9,643.2,542.9,219.6,,30769.3,21002.7,2119.7,608.1,77.8,192.25,-1336.2,1.471079692,
T V S Motor Co. Ltd.,70.2,1175.3,,9463,9099.9,2206.8,655,39.2,1304.1,,10133.1,10767.3,517.2,520,31.15,147.3,-1486.8,3.728731942,
I F C I Ltd.,-1292.5,116.7,,6229.1,10857.5,499.9,1101.3,2070.1,103.3,,8082.6,10408.8,0.1,1031.2,21.9,38.2,-1527,0.7442922374,
Mahindra & Mahindra Financial Services Ltd.,-894.1,195.6,,4090.8,7379.4,14809.9,2896.2,740.3,222.4,,7718.2,11089.7,12697.8,4335.1,233.65,235.25,-2168.1,0.006847849347,
G M R Infrastructure Ltd.,-1977,75.8,,11956.4,5757.1,5000,367.1,-21.3,83.1,44.3,13370.1,6586,3512,455.4,12.61,26.24,-2643.2,1.080888184,
Idea Cellular Ltd.,-12535.8,25627.8,,15843.3,52224.1,7647.8,,9108,30543.6,,17677.7,60921.4,177.1,2737.4,168.95,156.85,-2696.4,-0.07161882214,
L & T Finance Holdings Ltd.,36.4,0.1,,195.1,88.2,,182,450,1,,541.3,3405.3,,573.5,61.45,68.35,-2992,0.1122864117,
Tata Steel Ltd.,-2019.9,11503.6,,98002.5,101450.9,,31151.1,-17353.2,16403.8,,88968,113830.4,,17705.4,215.7,553.4,-3122.6,1.565600371,
Vedanta Ltd.,-8038.3,838.5,,14083.2,10339,15,7190,-469.5,1479.1,,9245.3,5266.2,9123,,127.85,290.25,-3936.8,1.270238561,
Sun Pharmaceutical Inds. Ltd.,1452.8,757.2,,27421.5,4647.6,403,230,580.3,858.2,,21175.4,5086.7,384.9,1150,565.3,790.95,-4052.6,0.3991685831,
Housing Development & Infrastructure Ltd.,41.2,84.4,,110817.1,23733,12291.1,218.7,-376.5,78.2,,112046.7,27411.7,10001.6,176.7,33.25,92.75,-4284.7,1.789473684,
Reliance Capital Ltd.,-5720,260,600,19810,5030,7100,780,3510,290,670,23530,6630,8230,330,343.1,583.8,-5470,0.7015447391,
Rural Electrification Corpn. Ltd.,24795.9,32.7,142.5,62379.4,35213.5,25000,9745.9,-38272.2,37.5,103.7,23146.3,48448.1,5000,13457.9,158.5,306,-5546.4,0.9305993691,
P T C India Ltd.,-3452,44.6,,26687.3,12943.1,,463.8,3075.9,42.1,,25148.7,11381,,602.3,44.65,83.9,-6323.8,0.8790593505,
Andhra Bank,-18133.6,939,1266.6,99133.6,24772.7,,4600,-22397.2,836.3,1266.6,82514.7,23051,,5180,64.45,82.3,-7950.7,0.2769588829,
I R B Infrastructure Developers Ltd.,981.7,,,10870.7,11556.2,15612.5,423.4,-998.6,,,10228.9,14316.8,8352.5,433.4,72.7,257.55,-8672.1,2.54264099,
Reliance Power Ltd.,-7789.2,29.3,,5880.6,445.5,,,3516.2,31.4,,8020.1,408.9,0,0,73,92.5,-9097.9,0.2671232877,
Wockhardt Ltd.,-862.4,663.1,,8317.2,5159.3,2222.8,0,704.4,807.7,,9664.9,16425.2,1631.7,1675.7,468.4,671.95,-9592.7,0.4345644748,
Punjab National Bank,-8631.8,2922.6,6647.3,350756.7,109490.2,220,21528.4,-16926.5,3185.1,6647.3,343741.7,132233.6,5834.8,17740.9,114.02,191.35,-9804,0.6782143484,
I C I C I Bank Ltd.,21392.3,5245.3,,640035.3,293967,18815.6,21874.2,51882.1,4901.6,,632132.3,279107,18714.1,29982,181.81,294.25,-10624.9,0.6184478302,
Jaiprakash Associates Ltd.,-14402.9,6141.5,,138011.7,58785.7,10842.4,2383.5,3198.8,7261.3,,140173.8,65862.6,16248.6,1391.7,36.15,58.45,-10840.8,0.6168741355,
Bank Of India,-25987.4,1668.3,,423076.2,112176.5,3203.5,5188.5,201246.1,1838.9,5282.3,612666.7,111499.7,14882.4,10991.5,184.7,274.5,-12363.1,0.4861938278,
Jaiprakash Power Ventures Ltd.,-13084.3,2300.5,,12584.5,12556.2,5.1,,519.6,3238.9,,12042.5,17355.4,2370.7,,10.05,18.95,-13340.6,0.8855721393,
Bajaj Finance Ltd.,-8118.4,148.8,,1449.7,4084.1,20397,2000,3565.4,195.6,1.4,4985.4,5992.6,15874.3,3015,1143.95,2192.4,-13367.3,0.9165173303,
I D B I Bank Ltd.,-27084.2,1160.6,125,208321.3,48332,1705.5,11049.3,-1331.3,1241.2,,215682.2,55131.1,8141,15185.1,65.1,89.15,-13378.6,0.3694316436,
Power Finance Corpn. Ltd.,-3622.7,54.2,,50205.7,39741.1,40712,10708.7,27648.3,57,,80974.1,56036.2,38197.7,15435.7,108.1,268.35,-14528,1.482423682,
Oriental Bank Of Commerce,-28911.4,1042.2,2385.6,113701.8,38373.1,4637.2,2716.7,-1373.3,1231.3,2268.9,116172.4,36510.1,7456.6,2037.1,155.15,278.25,-17564.5,0.793425717,
I D F C Ltd.,-1632,312.8,,36098.5,14718.8,38560.7,6687,398.2,274.5,,39800.6,21311.2,24439,7815,109.5,152.25,-17639.7,0.3904109589,
Canara Bank,-25287.1,1568.9,,350058.7,79444.6,1271.9,8000,65352.9,1896.9,,437461.7,109984.8,0,8000,273.9,399.7,-33152.2,0.4592917123,
Uco Bank,-34984.1,781.2,1600.7,164341.6,41476.9,1.4,3338.5,-13046.5,871.5,1600.7,152680.2,51324,1.9,3792.2,60.05,99.4,-40519.7,0.6552872606,
Larsen & Toubro Ltd.,1749.1,6912,,396626.5,299514.3,26037.2,18141.3,-4087.6,7201.5,,384661.2,318351.3,7345.3,14055.1,847.15,1502.9,-40542.2,0.774065986,
Union Bank Of India,-44233.1,1464.5,,201122.2,67125.3,7000,9256.2,5352.5,1509.2,,207221.2,70806.8,2000,9063.1,133.1,191.25,-50852,0.4368895567,
